Preprocessing,Depth,n_components,Train Accuracy,Test Accuracy
df_iqr_scaled - gini - 6 pca:8 -> Train: 91.44050104384134 - Test: 69.375,6,8,91.44050104384134,69.375
df_iqr_scaled - entropy - 16 pca:3 -> Train: 99.16492693110646 - Test: 69.375,16,3,99.16492693110646,69.375
df_iqr_scaled - entropy - 17 pca:3 -> Train: 100.0 - Test: 69.375,17,3,100.0,69.375
df_iqr_scaled - gini - 2 pca:3 -> Train: 74.94780793319416 - Test: 69.375,2,3,74.94780793319416,69.375
df_iqr_scaled - gini - 10 pca:3 -> Train: 96.4509394572025 - Test: 69.375,10,3,96.4509394572025,69.375
clean_df_iqr - gini - 5 pca:1 -> Train: 73.69519832985387 - Test: 69.375,5,1,73.69519832985387,69.375
df_iqr_scaled - gini - 3 pca:8 -> Train: 80.1670146137787 - Test: 69.375,3,8,80.1670146137787,69.375
clean_df_iqr - entropy - 8 pca:8 -> Train: 95.82463465553236 - Test: 69.375,8,8,95.82463465553236,69.375
clean_df_iqr - entropy - 9 pca:8 -> Train: 97.28601252609603 - Test: 69.375,9,8,97.28601252609603,69.375
df_iqr_scaled - entropy - 2 pca:1 -> Train: 74.94780793319416 - Test: 69.375,2,1,74.94780793319416,69.375
df_iqr_scaled - entropy - 2 pca:6 -> Train: 74.94780793319416 - Test: 69.375,2,6,74.94780793319416,69.375
df_iqr_scaled - gini - 2 pca:8 -> Train: 74.94780793319416 - Test: 69.375,2,8,74.94780793319416,69.375
df_iqr_scaled - entropy - 2 pca:8 -> Train: 74.94780793319416 - Test: 69.375,2,8,74.94780793319416,69.375
df_iqr_scaled - gini - 2 pca:1 -> Train: 74.94780793319416 - Test: 69.375,2,1,74.94780793319416,69.375
df_iqr_scaled - gini - 2 pca:4 -> Train: 74.94780793319416 - Test: 69.375,2,4,74.94780793319416,69.375
df_iqr_scaled - entropy - 7 pca:4 -> Train: 85.17745302713988 - Test: 69.375,7,4,85.17745302713988,69.375
df_iqr_scaled - gini - 7 pca:7 -> Train: 92.90187891440502 - Test: 69.375,7,7,92.90187891440502,69.375
df_iqr_scaled - gini - 3 pca:7 -> Train: 80.1670146137787 - Test: 69.375,3,7,80.1670146137787,69.375
df_iqr_scaled - entropy - 10 pca:7 -> Train: 96.86847599164928 - Test: 69.375,10,7,96.86847599164928,69.375
df_iqr_scaled - gini - 6 pca:7 -> Train: 89.35281837160751 - Test: 69.375,6,7,89.35281837160751,69.375
df_iqr_scaled - gini - 2 pca:7 -> Train: 74.94780793319416 - Test: 69.375,2,7,74.94780793319416,69.375
df - gini - 4 pca:6 -> Train: 82.63888888888889 - Test: 69.27083333333334,4,6,82.63888888888889,69.27083333333334
df_scaled - gini - 8 pca:7 -> Train: 94.09722222222221 - Test: 69.27083333333334,8,7,94.09722222222221,69.27083333333334
df - entropy - 8 pca:5 -> Train: 91.84027777777779 - Test: 69.27083333333334,8,5,91.84027777777779,69.27083333333334
df - entropy - 15 pca:6 -> Train: 99.65277777777779 - Test: 69.27083333333334,15,6,99.65277777777779,69.27083333333334
df - entropy - 7 pca:5 -> Train: 88.19444444444444 - Test: 69.27083333333334,7,5,88.19444444444444,69.27083333333334
df - entropy - 10 pca:7 -> Train: 96.18055555555556 - Test: 69.27083333333334,10,7,96.18055555555556,69.27083333333334
df - entropy - 2 pca:7 -> Train: 75.0 - Test: 69.27083333333334,2,7,75.0,69.27083333333334
df - entropy - 2 pca:4 -> Train: 75.0 - Test: 69.27083333333334,2,4,75.0,69.27083333333334
df - entropy - 2 pca:2 -> Train: 75.0 - Test: 69.27083333333334,2,2,75.0,69.27083333333334
df - entropy - 9 pca:5 -> Train: 94.09722222222221 - Test: 69.27083333333334,9,5,94.09722222222221,69.27083333333334
df_scaled - gini - 5 pca:8 -> Train: 82.46527777777779 - Test: 69.27083333333334,5,8,82.46527777777779,69.27083333333334
df - gini - 3 pca:3 -> Train: 78.47222222222221 - Test: 69.27083333333334,3,3,78.47222222222221,69.27083333333334
df - entropy - 2 pca:3 -> Train: 75.0 - Test: 69.27083333333334,2,3,75.0,69.27083333333334
df - gini - 3 pca:4 -> Train: 78.29861111111111 - Test: 69.27083333333334,3,4,78.29861111111111,69.27083333333334
df - entropy - 2 pca:8 -> Train: 75.0 - Test: 69.27083333333334,2,8,75.0,69.27083333333334
df - entropy - 4 pca:3 -> Train: 79.86111111111111 - Test: 69.27083333333334,4,3,79.86111111111111,69.27083333333334
df - entropy - 9 pca:6 -> Train: 94.79166666666666 - Test: 69.27083333333334,9,6,94.79166666666666,69.27083333333334
df_scaled - entropy - 14 pca:6 -> Train: 98.61111111111111 - Test: 69.27083333333334,14,6,98.61111111111111,69.27083333333334
df_scaled - gini - 5 pca:6 -> Train: 81.94444444444444 - Test: 69.27083333333334,5,6,81.94444444444444,69.27083333333334
df - gini - 11 pca:5 -> Train: 99.30555555555556 - Test: 69.27083333333334,11,5,99.30555555555556,69.27083333333334
df - entropy - 18 pca:5 -> Train: 100.0 - Test: 69.27083333333334,18,5,100.0,69.27083333333334
df_scaled - entropy - 6 pca:1 -> Train: 77.77777777777779 - Test: 69.27083333333334,6,1,77.77777777777779,69.27083333333334
df_scaled - entropy - 5 pca:1 -> Train: 77.08333333333334 - Test: 69.27083333333334,5,1,77.08333333333334,69.27083333333334
df - entropy - 2 pca:5 -> Train: 75.0 - Test: 69.27083333333334,2,5,75.0,69.27083333333334
df_scaled - gini - 5 pca:3 -> Train: 80.90277777777779 - Test: 69.27083333333334,5,3,80.90277777777779,69.27083333333334
df - gini - 4 pca:5 -> Train: 82.11805555555556 - Test: 69.27083333333334,4,5,82.11805555555556,69.27083333333334
df_scaled - gini - 6 pca:3 -> Train: 82.98611111111111 - Test: 69.27083333333334,6,3,82.98611111111111,69.27083333333334
df - gini - 10 pca:5 -> Train: 98.26388888888889 - Test: 69.27083333333334,10,5,98.26388888888889,69.27083333333334
df_scaled - gini - 5 pca:1 -> Train: 77.08333333333334 - Test: 69.27083333333334,5,1,77.08333333333334,69.27083333333334
df - entropy - 2 pca:6 -> Train: 75.0 - Test: 69.27083333333334,2,6,75.0,69.27083333333334
df - entropy - 3 pca:5 -> Train: 79.51388888888889 - Test: 69.27083333333334,3,5,79.51388888888889,69.27083333333334
df_scaled - gini - 6 pca:1 -> Train: 77.77777777777779 - Test: 69.27083333333334,6,1,77.77777777777779,69.27083333333334
df_scaled - gini - 7 pca:1 -> Train: 78.81944444444444 - Test: 69.27083333333334,7,1,78.81944444444444,69.27083333333334
df - gini - 9 pca:8 -> Train: 97.56944444444444 - Test: 69.27083333333334,9,8,97.56944444444444,69.27083333333334
df - entropy - 6 pca:2 -> Train: 82.29166666666666 - Test: 69.27083333333334,6,2,82.29166666666666,69.27083333333334
clean_df_zscore - entropy - 5 pca:2 -> Train: 80.23255813953489 - Test: 69.18604651162791,5,2,80.23255813953489,69.18604651162791
clean_df_zscore - entropy - 7 pca:3 -> Train: 88.56589147286822 - Test: 69.18604651162791,7,3,88.56589147286822,69.18604651162791
clean_df_zscore - gini - 6 pca:8 -> Train: 89.53488372093024 - Test: 69.18604651162791,6,8,89.53488372093024,69.18604651162791
df_zscore_scaled - gini - 9 pca:7 -> Train: 92.82945736434108 - Test: 69.18604651162791,9,7,92.82945736434108,69.18604651162791
clean_df_zscore - entropy - 6 pca:3 -> Train: 85.07751937984496 - Test: 69.18604651162791,6,3,85.07751937984496,69.18604651162791
df_zscore_scaled - gini - 12 pca:7 -> Train: 97.09302325581395 - Test: 69.18604651162791,12,7,97.09302325581395,69.18604651162791
df_zscore_scaled - entropy - 7 pca:5 -> Train: 88.37209302325581 - Test: 69.18604651162791,7,5,88.37209302325581,69.18604651162791
df_scaled - gini - 4 pca:6 -> Train: 81.59722222222221 - Test: 68.75,4,6,81.59722222222221,68.75
df_scaled - gini - 6 pca:6 -> Train: 87.15277777777779 - Test: 68.75,6,6,87.15277777777779,68.75
df - gini - 5 pca:4 -> Train: 83.85416666666666 - Test: 68.75,5,4,83.85416666666666,68.75
df - entropy - 6 pca:6 -> Train: 86.80555555555556 - Test: 68.75,6,6,86.80555555555556,68.75
clean_df_iqr - entropy - 17 pca:5 -> Train: 100.0 - Test: 68.75,17,5,100.0,68.75
clean_df_iqr - gini - 4 pca:5 -> Train: 82.25469728601253 - Test: 68.75,4,5,82.25469728601253,68.75
df_iqr_scaled - gini - 14 pca:3 -> Train: 99.79123173277662 - Test: 68.75,14,3,99.79123173277662,68.75
clean_df_iqr - gini - 10 pca:6 -> Train: 99.16492693110646 - Test: 68.75,10,6,99.16492693110646,68.75
clean_df_iqr - gini - 11 pca:6 -> Train: 99.37369519832986 - Test: 68.75,11,6,99.37369519832986,68.75
clean_df_iqr - gini - 12 pca:6 -> Train: 99.79123173277662 - Test: 68.75,12,6,99.79123173277662,68.75
df - entropy - 9 pca:7 -> Train: 95.13888888888889 - Test: 68.75,9,7,95.13888888888889,68.75
clean_df_iqr - gini - 7 pca:5 -> Train: 91.64926931106471 - Test: 68.75,7,5,91.64926931106471,68.75
df_iqr_scaled - entropy - 13 pca:3 -> Train: 95.19832985386222 - Test: 68.75,13,3,95.19832985386222,68.75
df_scaled - entropy - 3 pca:7 -> Train: 76.73611111111111 - Test: 68.75,3,7,76.73611111111111,68.75
df_iqr_scaled - gini - 9 pca:3 -> Train: 95.82463465553236 - Test: 68.75,9,3,95.82463465553236,68.75
df - gini - 5 pca:3 -> Train: 83.50694444444444 - Test: 68.75,5,3,83.50694444444444,68.75
df - gini - 6 pca:3 -> Train: 85.59027777777779 - Test: 68.75,6,3,85.59027777777779,68.75
df - gini - 13 pca:5 -> Train: 100.0 - Test: 68.75,13,5,100.0,68.75
df_scaled - entropy - 4 pca:5 -> Train: 78.81944444444444 - Test: 68.75,4,5,78.81944444444444,68.75
df_scaled - entropy - 6 pca:5 -> Train: 85.06944444444444 - Test: 68.75,6,5,85.06944444444444,68.75
df_iqr_scaled - gini - 14 pca:4 -> Train: 99.79123173277662 - Test: 68.75,14,4,99.79123173277662,68.75
df_iqr_scaled - gini - 9 pca:4 -> Train: 96.86847599164928 - Test: 68.75,9,4,96.86847599164928,68.75
df_iqr_scaled - gini - 6 pca:4 -> Train: 87.68267223382045 - Test: 68.75,6,4,87.68267223382045,68.75
df_scaled - gini - 4 pca:7 -> Train: 81.59722222222221 - Test: 68.75,4,7,81.59722222222221,68.75
df_scaled - gini - 5 pca:7 -> Train: 82.63888888888889 - Test: 68.75,5,7,82.63888888888889,68.75
df - entropy - 12 pca:6 -> Train: 98.78472222222221 - Test: 68.75,12,6,98.78472222222221,68.75
df - entropy - 16 pca:6 -> Train: 100.0 - Test: 68.75,16,6,100.0,68.75
df - gini - 6 pca:6 -> Train: 88.88888888888889 - Test: 68.75,6,6,88.88888888888889,68.75
df - entropy - 13 pca:5 -> Train: 97.74305555555556 - Test: 68.75,13,5,97.74305555555556,68.75
df_iqr_scaled - entropy - 14 pca:5 -> Train: 98.12108559498957 - Test: 68.75,14,5,98.12108559498957,68.75
df_iqr_scaled - entropy - 4 pca:3 -> Train: 76.61795407098121 - Test: 68.75,4,3,76.61795407098121,68.75
clean_df_iqr - entropy - 15 pca:4 -> Train: 98.95615866388309 - Test: 68.75,15,4,98.95615866388309,68.75
clean_df_iqr - entropy - 12 pca:4 -> Train: 96.03340292275574 - Test: 68.75,12,4,96.03340292275574,68.75
df_iqr_scaled - entropy - 11 pca:5 -> Train: 94.1544885177453 - Test: 68.75,11,5,94.1544885177453,68.75
df_iqr_scaled - entropy - 14 pca:3 -> Train: 97.28601252609603 - Test: 68.75,14,3,97.28601252609603,68.75
df_scaled - gini - 4 pca:5 -> Train: 80.20833333333334 - Test: 68.75,4,5,80.20833333333334,68.75
df - entropy - 11 pca:5 -> Train: 96.18055555555556 - Test: 68.75,11,5,96.18055555555556,68.75
df - entropy - 5 pca:3 -> Train: 81.07638888888889 - Test: 68.75,5,3,81.07638888888889,68.75
df_scaled - entropy - 3 pca:6 -> Train: 76.73611111111111 - Test: 68.75,3,6,76.73611111111111,68.75
df_iqr_scaled - gini - 7 pca:3 -> Train: 89.35281837160751 - Test: 68.75,7,3,89.35281837160751,68.75
df - entropy - 7 pca:6 -> Train: 90.10416666666666 - Test: 68.75,7,6,90.10416666666666,68.75
df_scaled - gini - 13 pca:7 -> Train: 99.82638888888889 - Test: 68.75,13,7,99.82638888888889,68.75
clean_df_iqr - gini - 30 pca:1 -> Train: 98.95615866388309 - Test: 68.75,30,1,98.95615866388309,68.75
clean_df_iqr - entropy - 10 pca:2 -> Train: 93.73695198329854 - Test: 68.75,10,2,93.73695198329854,68.75
df_iqr_scaled - gini - 8 pca:1 -> Train: 84.96868475991648 - Test: 68.75,8,1,84.96868475991648,68.75
clean_df_iqr - entropy - 45 pca:1 -> Train: 100.0 - Test: 68.75,45,1,100.0,68.75
clean_df_iqr - entropy - 44 pca:1 -> Train: 99.79123173277662 - Test: 68.75,44,1,99.79123173277662,68.75
clean_df_iqr - entropy - 43 pca:1 -> Train: 99.79123173277662 - Test: 68.75,43,1,99.79123173277662,68.75
clean_df_iqr - gini - 10 pca:8 -> Train: 99.16492693110646 - Test: 68.75,10,8,99.16492693110646,68.75
clean_df_iqr - entropy - 36 pca:1 -> Train: 96.24217118997912 - Test: 68.75,36,1,96.24217118997912,68.75
df_scaled - gini - 4 pca:8 -> Train: 81.59722222222221 - Test: 68.75,4,8,81.59722222222221,68.75
df_scaled - entropy - 3 pca:8 -> Train: 76.73611111111111 - Test: 68.75,3,8,76.73611111111111,68.75
clean_df_iqr - entropy - 10 pca:1 -> Train: 78.28810020876827 - Test: 68.75,10,1,78.28810020876827,68.75
clean_df_iqr - entropy - 7 pca:1 -> Train: 75.5741127348643 - Test: 68.75,7,1,75.5741127348643,68.75
clean_df_iqr - entropy - 5 pca:1 -> Train: 73.2776617954071 - Test: 68.75,5,1,73.2776617954071,68.75
clean_df_iqr - entropy - 4 pca:1 -> Train: 72.65135699373695 - Test: 68.75,4,1,72.65135699373695,68.75
clean_df_iqr - gini - 27 pca:1 -> Train: 98.32985386221294 - Test: 68.75,27,1,98.32985386221294,68.75
df_scaled - entropy - 7 pca:1 -> Train: 78.64583333333334 - Test: 68.75,7,1,78.64583333333334,68.75
df_iqr_scaled - gini - 4 pca:7 -> Train: 81.41962421711901 - Test: 68.75,4,7,81.41962421711901,68.75
clean_df_iqr - gini - 4 pca:1 -> Train: 72.65135699373695 - Test: 68.75,4,1,72.65135699373695,68.75
clean_df_iqr - gini - 8 pca:1 -> Train: 79.33194154488518 - Test: 68.75,8,1,79.33194154488518,68.75
df_iqr_scaled - gini - 4 pca:8 -> Train: 81.62839248434238 - Test: 68.75,4,8,81.62839248434238,68.75
df_iqr_scaled - entropy - 3 pca:1 -> Train: 75.36534446764091 - Test: 68.75,3,1,75.36534446764091,68.75
clean_df_iqr - gini - 29 pca:1 -> Train: 98.95615866388309 - Test: 68.75,29,1,98.95615866388309,68.75
clean_df_iqr - gini - 31 pca:1 -> Train: 99.58246346555325 - Test: 68.75,31,1,99.58246346555325,68.75
clean_df_iqr - gini - 32 pca:1 -> Train: 99.58246346555325 - Test: 68.75,32,1,99.58246346555325,68.75
clean_df_iqr - gini - 33 pca:1 -> Train: 99.79123173277662 - Test: 68.75,33,1,99.79123173277662,68.75
clean_df_iqr - gini - 34 pca:1 -> Train: 99.79123173277662 - Test: 68.75,34,1,99.79123173277662,68.75
clean_df_iqr - gini - 35 pca:1 -> Train: 100.0 - Test: 68.75,35,1,100.0,68.75
df_iqr_scaled - entropy - 4 pca:1 -> Train: 75.99164926931107 - Test: 68.75,4,1,75.99164926931107,68.75
clean_df_iqr - gini - 21 pca:1 -> Train: 96.86847599164928 - Test: 68.75,21,1,96.86847599164928,68.75
clean_df_iqr - gini - 26 pca:1 -> Train: 97.91231732776617 - Test: 68.75,26,1,97.91231732776617,68.75
clean_df_iqr - gini - 25 pca:1 -> Train: 97.91231732776617 - Test: 68.75,25,1,97.91231732776617,68.75
clean_df_iqr - gini - 24 pca:1 -> Train: 97.7035490605428 - Test: 68.75,24,1,97.7035490605428,68.75
clean_df_iqr - gini - 23 pca:1 -> Train: 97.7035490605428 - Test: 68.75,23,1,97.7035490605428,68.75
df_iqr_scaled - gini - 4 pca:1 -> Train: 77.8705636743215 - Test: 68.75,4,1,77.8705636743215,68.75
clean_df_iqr - gini - 22 pca:1 -> Train: 97.28601252609603 - Test: 68.75,22,1,97.28601252609603,68.75
clean_df_iqr - gini - 9 pca:7 -> Train: 97.28601252609603 - Test: 68.75,9,7,97.28601252609603,68.75
clean_df_iqr - gini - 28 pca:1 -> Train: 98.32985386221294 - Test: 68.75,28,1,98.32985386221294,68.75
df_iqr_scaled - gini - 20 pca:2 -> Train: 99.79123173277662 - Test: 68.75,20,2,99.79123173277662,68.75
df_iqr_scaled - gini - 19 pca:2 -> Train: 99.37369519832986 - Test: 68.75,19,2,99.37369519832986,68.75
df_iqr_scaled - gini - 18 pca:2 -> Train: 98.95615866388309 - Test: 68.75,18,2,98.95615866388309,68.75
df_zscore_scaled - entropy - 4 pca:2 -> Train: 76.35658914728683 - Test: 68.6046511627907,4,2,76.35658914728683,68.6046511627907
df_zscore_scaled - gini - 2 pca:2 -> Train: 74.2248062015504 - Test: 68.6046511627907,2,2,74.2248062015504,68.6046511627907
clean_df_zscore - gini - 6 pca:2 -> Train: 84.30232558139535 - Test: 68.6046511627907,6,2,84.30232558139535,68.6046511627907
df_zscore_scaled - gini - 16 pca:7 -> Train: 99.6124031007752 - Test: 68.6046511627907,16,7,99.6124031007752,68.6046511627907
df_zscore_scaled - gini - 14 pca:7 -> Train: 98.83720930232558 - Test: 68.6046511627907,14,7,98.83720930232558,68.6046511627907
df_zscore_scaled - gini - 13 pca:7 -> Train: 98.44961240310077 - Test: 68.6046511627907,13,7,98.44961240310077,68.6046511627907
df_zscore_scaled - gini - 10 pca:7 -> Train: 93.9922480620155 - Test: 68.6046511627907,10,7,93.9922480620155,68.6046511627907
df_zscore_scaled - gini - 5 pca:2 -> Train: 80.62015503875969 - Test: 68.6046511627907,5,2,80.62015503875969,68.6046511627907
df_zscore_scaled - gini - 5 pca:8 -> Train: 83.72093023255815 - Test: 68.6046511627907,5,8,83.72093023255815,68.6046511627907
df_zscore_scaled - entropy - 17 pca:8 -> Train: 97.28682170542635 - Test: 68.6046511627907,17,8,97.28682170542635,68.6046511627907
df_zscore_scaled - gini - 18 pca:7 -> Train: 100.0 - Test: 68.6046511627907,18,7,100.0,68.6046511627907
df_zscore_scaled - gini - 9 pca:8 -> Train: 91.86046511627907 - Test: 68.6046511627907,9,8,91.86046511627907,68.6046511627907
df_zscore_scaled - gini - 4 pca:5 -> Train: 79.26356589147287 - Test: 68.6046511627907,4,5,79.26356589147287,68.6046511627907
clean_df_zscore - gini - 5 pca:5 -> Train: 85.65891472868216 - Test: 68.6046511627907,5,5,85.65891472868216,68.6046511627907
clean_df_zscore - entropy - 5 pca:5 -> Train: 83.72093023255815 - Test: 68.6046511627907,5,5,83.72093023255815,68.6046511627907
clean_df_zscore - gini - 12 pca:6 -> Train: 100.0 - Test: 68.6046511627907,12,6,100.0,68.6046511627907
df - entropy - 6 pca:7 -> Train: 86.97916666666666 - Test: 68.22916666666666,6,7,86.97916666666666,68.22916666666666
df_scaled - gini - 8 pca:1 -> Train: 80.90277777777779 - Test: 68.22916666666666,8,1,80.90277777777779,68.22916666666666
df - entropy - 7 pca:7 -> Train: 91.14583333333334 - Test: 68.22916666666666,7,7,91.14583333333334,68.22916666666666
df_scaled - gini - 10 pca:1 -> Train: 84.375 - Test: 68.22916666666666,10,1,84.375,68.22916666666666
df - gini - 12 pca:4 -> Train: 96.52777777777779 - Test: 68.22916666666666,12,4,96.52777777777779,68.22916666666666
df_scaled - entropy - 12 pca:7 -> Train: 97.56944444444444 - Test: 68.22916666666666,12,7,97.56944444444444,68.22916666666666
df - gini - 12 pca:5 -> Train: 99.82638888888889 - Test: 68.22916666666666,12,5,99.82638888888889,68.22916666666666
df - gini - 7 pca:8 -> Train: 94.09722222222221 - Test: 68.22916666666666,7,8,94.09722222222221,68.22916666666666
df - gini - 8 pca:5 -> Train: 93.40277777777779 - Test: 68.22916666666666,8,5,93.40277777777779,68.22916666666666
df_scaled - gini - 6 pca:7 -> Train: 87.15277777777779 - Test: 68.22916666666666,6,7,87.15277777777779,68.22916666666666
df_scaled - gini - 11 pca:1 -> Train: 85.76388888888889 - Test: 68.22916666666666,11,1,85.76388888888889,68.22916666666666
df - gini - 5 pca:5 -> Train: 85.24305555555556 - Test: 68.22916666666666,5,5,85.24305555555556,68.22916666666666
df - gini - 4 pca:3 -> Train: 81.07638888888889 - Test: 68.22916666666666,4,3,81.07638888888889,68.22916666666666
df - gini - 11 pca:8 -> Train: 98.61111111111111 - Test: 68.22916666666666,11,8,98.61111111111111,68.22916666666666
df - entropy - 13 pca:6 -> Train: 99.13194444444444 - Test: 68.22916666666666,13,6,99.13194444444444,68.22916666666666
df_scaled - entropy - 15 pca:1 -> Train: 89.23611111111111 - Test: 68.22916666666666,15,1,89.23611111111111,68.22916666666666
df_scaled - entropy - 6 pca:3 -> Train: 81.42361111111111 - Test: 68.22916666666666,6,3,81.42361111111111,68.22916666666666
df - gini - 6 pca:5 -> Train: 86.80555555555556 - Test: 68.22916666666666,6,5,86.80555555555556,68.22916666666666
df - entropy - 3 pca:3 -> Train: 77.95138888888889 - Test: 68.22916666666666,3,3,77.95138888888889,68.22916666666666
df_scaled - gini - 12 pca:1 -> Train: 86.80555555555556 - Test: 68.22916666666666,12,1,86.80555555555556,68.22916666666666
df_scaled - gini - 14 pca:7 -> Train: 100.0 - Test: 68.22916666666666,14,7,100.0,68.22916666666666
df - entropy - 14 pca:6 -> Train: 99.30555555555556 - Test: 68.22916666666666,14,6,99.30555555555556,68.22916666666666
df - entropy - 10 pca:6 -> Train: 96.00694444444444 - Test: 68.22916666666666,10,6,96.00694444444444,68.22916666666666
df - entropy - 3 pca:2 -> Train: 77.95138888888889 - Test: 68.22916666666666,3,2,77.95138888888889,68.22916666666666
df - gini - 4 pca:4 -> Train: 81.59722222222221 - Test: 68.22916666666666,4,4,81.59722222222221,68.22916666666666
df - gini - 6 pca:7 -> Train: 90.27777777777779 - Test: 68.22916666666666,6,7,90.27777777777779,68.22916666666666
df_scaled - gini - 5 pca:5 -> Train: 81.07638888888889 - Test: 68.22916666666666,5,5,81.07638888888889,68.22916666666666
df_scaled - entropy - 5 pca:3 -> Train: 79.6875 - Test: 68.22916666666666,5,3,79.6875,68.22916666666666
df_scaled - gini - 12 pca:7 -> Train: 99.47916666666666 - Test: 68.22916666666666,12,7,99.47916666666666,68.22916666666666
df - entropy - 13 pca:7 -> Train: 99.13194444444444 - Test: 68.22916666666666,13,7,99.13194444444444,68.22916666666666
df - entropy - 8 pca:7 -> Train: 93.05555555555556 - Test: 68.22916666666666,8,7,93.05555555555556,68.22916666666666
df - entropy - 12 pca:7 -> Train: 98.4375 - Test: 68.22916666666666,12,7,98.4375,68.22916666666666
df - entropy - 11 pca:7 -> Train: 97.56944444444444 - Test: 68.22916666666666,11,7,97.56944444444444,68.22916666666666
df_scaled - gini - 13 pca:1 -> Train: 88.19444444444444 - Test: 68.22916666666666,13,1,88.19444444444444,68.22916666666666
df_iqr_scaled - entropy - 12 pca:3 -> Train: 93.1106471816284 - Test: 68.125,12,3,93.1106471816284,68.125
clean_df_iqr - entropy - 14 pca:3 -> Train: 96.24217118997912 - Test: 68.125,14,3,96.24217118997912,68.125
clean_df_iqr - entropy - 20 pca:3 -> Train: 100.0 - Test: 68.125,20,3,100.0,68.125
df_iqr_scaled - gini - 5 pca:5 -> Train: 83.29853862212944 - Test: 68.125,5,5,83.29853862212944,68.125
clean_df_iqr - entropy - 17 pca:3 -> Train: 99.16492693110646 - Test: 68.125,17,3,99.16492693110646,68.125
df_iqr_scaled - gini - 13 pca:3 -> Train: 98.95615866388309 - Test: 68.125,13,3,98.95615866388309,68.125
df_iqr_scaled - entropy - 1 pca:4 -> Train: 68.89352818371609 - Test: 68.125,1,4,68.89352818371609,68.125
df_iqr_scaled - gini - 12 pca:3 -> Train: 98.53862212943632 - Test: 68.125,12,3,98.53862212943632,68.125
df_iqr_scaled - gini - 9 pca:8 -> Train: 98.32985386221294 - Test: 68.125,9,8,98.32985386221294,68.125
clean_df_iqr - entropy - 11 pca:1 -> Train: 78.70563674321504 - Test: 68.125,11,1,78.70563674321504,68.125
df_iqr_scaled - gini - 8 pca:3 -> Train: 92.90187891440502 - Test: 68.125,8,3,92.90187891440502,68.125
clean_df_iqr - gini - 11 pca:4 -> Train: 96.86847599164928 - Test: 68.125,11,4,96.86847599164928,68.125
df_iqr_scaled - gini - 12 pca:4 -> Train: 99.37369519832986 - Test: 68.125,12,4,99.37369519832986,68.125
df_iqr_scaled - gini - 15 pca:4 -> Train: 100.0 - Test: 68.125,15,4,100.0,68.125
clean_df_iqr - entropy - 1 pca:1 -> Train: 68.89352818371609 - Test: 68.125,1,1,68.89352818371609,68.125
clean_df_iqr - entropy - 16 pca:4 -> Train: 99.58246346555325 - Test: 68.125,16,4,99.58246346555325,68.125
df_iqr_scaled - gini - 7 pca:4 -> Train: 91.8580375782881 - Test: 68.125,7,4,91.8580375782881,68.125
clean_df_iqr - entropy - 14 pca:4 -> Train: 97.7035490605428 - Test: 68.125,14,4,97.7035490605428,68.125
df_iqr_scaled - entropy - 1 pca:3 -> Train: 68.89352818371609 - Test: 68.125,1,3,68.89352818371609,68.125
clean_df_iqr - entropy - 2 pca:1 -> Train: 68.89352818371609 - Test: 68.125,2,1,68.89352818371609,68.125
clean_df_iqr - gini - 10 pca:2 -> Train: 94.1544885177453 - Test: 68.125,10,2,94.1544885177453,68.125
clean_df_iqr - entropy - 39 pca:1 -> Train: 97.7035490605428 - Test: 68.125,39,1,97.7035490605428,68.125
clean_df_iqr - entropy - 42 pca:1 -> Train: 99.16492693110646 - Test: 68.125,42,1,99.16492693110646,68.125
df_iqr_scaled - entropy - 1 pca:8 -> Train: 68.89352818371609 - Test: 68.125,1,8,68.89352818371609,68.125
df_iqr_scaled - entropy - 13 pca:5 -> Train: 97.28601252609603 - Test: 68.125,13,5,97.28601252609603,68.125
clean_df_iqr - gini - 9 pca:1 -> Train: 80.79331941544885 - Test: 68.125,9,1,80.79331941544885,68.125
df_iqr_scaled - entropy - 1 pca:7 -> Train: 68.89352818371609 - Test: 68.125,1,7,68.89352818371609,68.125
clean_df_iqr - gini - 1 pca:1 -> Train: 68.89352818371609 - Test: 68.125,1,1,68.89352818371609,68.125
df_iqr_scaled - gini - 12 pca:1 -> Train: 92.27557411273486 - Test: 68.125,12,1,92.27557411273486,68.125
clean_df_iqr - gini - 11 pca:8 -> Train: 99.37369519832986 - Test: 68.125,11,8,99.37369519832986,68.125
df_iqr_scaled - gini - 6 pca:1 -> Train: 81.62839248434238 - Test: 68.125,6,1,81.62839248434238,68.125
df_iqr_scaled - entropy - 1 pca:5 -> Train: 68.89352818371609 - Test: 68.125,1,5,68.89352818371609,68.125
df_iqr_scaled - entropy - 1 pca:2 -> Train: 68.89352818371609 - Test: 68.125,1,2,68.89352818371609,68.125
df_iqr_scaled - entropy - 9 pca:5 -> Train: 89.77035490605428 - Test: 68.125,9,5,89.77035490605428,68.125
df_iqr_scaled - entropy - 6 pca:1 -> Train: 79.33194154488518 - Test: 68.125,6,1,79.33194154488518,68.125
clean_df_iqr - gini - 2 pca:1 -> Train: 68.89352818371609 - Test: 68.125,2,1,68.89352818371609,68.125
df_iqr_scaled - entropy - 17 pca:2 -> Train: 94.98956158663883 - Test: 68.125,17,2,94.98956158663883,68.125
